TransactionAmount,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Amount_Bin,Target
56.84,1,33,153,0,45.0,1,185.0,1.0,7977.78,210,1,0
124.05,0,0,273,1,61.0,0,220.0,1.0,7009.54,345,1,2
802.89,1,6,108,0,19.0,3,175.0,1.0,1973.63,293,0,1
193.16,1,5,102,0,64.0,2,109.0,1.0,2304.56,50,1,0
541.52,0,16,175,1,48.0,1,161.0,1.0,6087.24,133,2,3
20.17,1,35,357,0,77.0,2,86.0,1.0,3869.37,136,1,0
35.98,0,26,340,1,40.0,0,133.0,1.0,11147.34,36,1,3
273.24,1,14,330,1,51.0,2,173.0,1.0,2202.21,222,1,0
663.45,1,0,159,0,67.0,2,147.0,1.0,5897.29,316,0,0
343.86,1,5,303,1,57.0,1,70.0,1.0,3278.65,205,2,0
69.38,1,11,352,1,69.0,0,280.0,2.0,12072.11,288,1,2
75.43,1,14,446,0,77.0,2,266.0,1.0,1441.86,295,1,0
86.79,1,13,311,1,33.0,0,166.0,1.0,8795.37,85,1,2
14.1,1,21,190,1,45.0,1,73.0,1.0,6949.21,113,1,0
63.33,0,21,505,1,23.0,3,124.0,1.0,792.33,338,1,1
606.27,1,21,67,1,29.0,0,42.0,1.0,9668.78,190,0,2
4.47,1,3,135,1,27.0,3,132.0,1.0,1381.75,241,1,1
338.69,1,41,438,1,18.0,3,169.0,1.0,1137.89,9,2,1
97.73,1,34,95,1,69.0,0,156.0,1.0,7885.21,124,1,2
27.61,0,13,57,0,54.0,2,26.0,1.0,3679.64,173,1,3
284.17,1,22,413,0,51.0,2,189.0,1.0,3479.56,102,1,0
76.21,1,20,414,1,22.0,3,69.0,1.0,664.93,260,1,1
584.51,1,10,45,0,74.0,2,76.0,1.0,3254.56,146,2,0
432.18,1,19,515,1,18.0,3,162.0,1.0,678.83,127,2,1
134.55,1,38,8,2,59.0,0,165.0,1.0,14852.42,122,1,2
61.66,1,34,39,0,26.0,3,86.0,1.0,5705.4,25,1,1
12.35,1,14,121,1,25.0,3,22.0,1.0,1846.85,288,1,1
213.25,1,37,507,1,25.0,3,63.0,1.0,677.79,100,1,1
34.93,1,8,215,1,31.0,1,72.0,1.0,2810.37,288,1,0
335.68,1,40,551,2,24.0,3,142.0,1.0,1188.95,296,2,1
423.96,1,36,104,0,43.0,0,75.0,1.0,8374.38,138,2,2
361.38,0,25,481,2,72.0,2,71.0,3.0,4972.92,353,2,3
220.82,1,21,401,1,42.0,1,31.0,1.0,4298.13,121,1,0
406.12,1,15,233,0,42.0,0,106.0,1.0,10501.53,305,2,2
427.83,1,31,168,0,47.0,1,29.0,1.0,3293.06,206,2,0
21.9,1,31,100,0,28.0,3,30.0,1.0,1052.27,291,1,1
393.68,1,36,124,0,55.0,0,141.0,1.0,10135.88,37,2,2
281.91,1,10,364,1,25.0,3,269.0,1.0,225.53,61,1,1
239.85,1,40,71,0,70.0,2,50.0,1.0,1477.63,88,1,0
237.84,1,26,270,1,26.0,3,16.0,1.0,8932.39,186,1,0
459.29,0,18,45,2,64.0,2,109.0,1.0,1006.12,284,2,3
196.49,1,28,108,1,41.0,1,65.0,1.0,7516.56,187,1,0
21.23,1,41,486,0,23.0,3,103.0,4.0,319.18,216,1,1
95.23,1,10,445,2,20.0,3,60.0,3.0,966.88,314,1,1
344.87,1,15,75,1,58.0,2,25.0,1.0,7447.44,297,2,0
129.62,0,38,401,0,23.0,3,124.0,1.0,620.28,28,1,1
16.53,1,15,452,0,21.0,3,220.0,1.0,707.95,126,1,1
277.02,0,10,493,0,46.0,0,227.0,1.0,8586.38,213,1,2
13.02,1,5,71,1,51.0,0,42.0,1.0,6076.45,319,1,2
199.02,1,22,582,0,22.0,3,185.0,1.0,793.63,119,1,1
684.5,1,13,263,1,29.0,0,76.0,1.0,6258.63,231,0,0
45.92,1,26,69,0,26.0,3,23.0,1.0,544.56,9,1,1
761.73,1,8,558,0,19.0,3,27.0,1.0,151.28,180,0,1
331.38,1,24,259,0,42.0,1,122.0,1.0,844.55,135,2,0
602.8,1,3,210,1,60.0,2,173.0,1.0,7417.69,273,0,0
64.12,0,16,345,1,57.0,0,222.0,1.0,1029.09,196,1,3
94.64,0,27,341,0,28.0,3,144.0,1.0,586.76,147,1,1
155.56,0,2,457,1,19.0,3,64.0,1.0,129.79,83,1,1
301.39,0,10,540,2,47.0,0,104.0,1.0,10548.58,59,2,3
136.31,1,26,475,2,74.0,2,65.0,1.0,4384.95,138,1,3
4.39,1,30,251,0,26.0,3,63.0,1.0,1429.61,324,1,1
429.25,1,39,294,2,29.0,1,107.0,1.0,5019.68,133,2,3
138.54,0,2,281,1,60.0,1,93.0,1.0,8274.77,162,1,3
33.03,1,42,27,1,21.0,3,28.0,1.0,935.88,214,1,1
76.39,1,34,361,2,30.0,0,80.0,1.0,11584.32,275,1,2
25.32,1,28,559,0,19.0,3,25.0,1.0,1642.34,186,1,1
330.91,1,18,238,0,36.0,1,28.0,1.0,6481.35,286,2,0
153.55,1,10,205,2,37.0,0,16.0,1.0,5619.91,75,1,3
217.61,1,29,260,2,27.0,3,120.0,1.0,1661.1,287,1,1
131.69,0,10,382,1,53.0,1,59.0,1.0,2958.43,40,1,3
68.49,1,26,406,2,67.0,2,49.0,1.0,6683.31,267,1,3
470.62,1,40,232,1,57.0,0,127.0,1.0,12470.62,19,2,2
385.35,1,24,276,1,38.0,0,269.0,1.0,5184.13,348,2,0
275.87,1,39,37,0,25.0,3,112.0,1.0,1697.58,46,1,1
90.94,0,7,430,0,63.0,2,56.0,1.0,3896.08,357,1,0
206.25,1,3,164,0,74.0,2,56.0,1.0,3651.07,96,1,0
116.76,1,30,477,0,51.0,1,212.0,1.0,4480.43,46,1,0
91.5,1,29,202,0,47.0,0,77.0,1.0,667.66,93,1,0
489.31,1,21,160,1,43.0,1,36.0,1.0,5595.22,358,2,0
414.49,0,31,27,2,58.0,0,108.0,1.0,12709.58,165,2,3
28.38,1,40,383,1,45.0,0,260.0,1.0,8892.62,209,1,2
456.05,1,11,560,1,68.0,0,20.0,1.0,11729.51,253,2,2
54.84,1,18,244,2,52.0,2,124.0,1.0,3495.51,320,1,0
29.92,0,10,201,2,68.0,0,63.0,1.0,7855.01,232,1,3
133.06,1,19,22,2,35.0,1,143.0,1.0,8843.44,210,1,3
468.32,1,14,309,2,69.0,2,152.0,1.0,4710.04,24,2,3
245.62,1,35,199,1,23.0,3,127.0,1.0,1879.82,127,1,1
83.6,1,38,522,0,47.0,0,192.0,1.0,13899.24,176,1,2
331.22,0,28,13,1,61.0,0,161.0,1.0,12613.25,357,2,2
57.49,0,11,478,2,24.0,3,177.0,1.0,765.15,310,1,1
157.56,1,16,488,1,43.0,0,159.0,1.0,7541.16,82,1,0
230.3,1,7,123,2,46.0,1,24.0,1.0,8356.88,118,1,3
305.92,1,12,100,0,72.0,2,88.0,1.0,1445.47,125,2,0
116.33,1,14,217,1,27.0,3,144.0,1.0,1696.15,139,1,1
537.71,0,23,130,2,19.0,3,175.0,1.0,1806.08,59,2,1
538.17,0,42,58,1,27.0,1,252.0,1.0,5908.04,242,2,3
219.44,1,42,481,2,42.0,1,23.0,1.0,4207.27,195,1,3
58.77,1,22,102,2,27.0,1,191.0,1.0,7261.7,16,1,3
403.01,1,42,359,2,63.0,0,286.0,3.0,10513.52,189,2,2
719.76,1,37,181,1,19.0,3,190.0,1.0,690.52,301,0,1
163.22,1,24,244,2,26.0,3,217.0,1.0,1788.27,93,1,1
291.22,0,3,220,2,41.0,1,100.0,1.0,3677.63,193,1,3
56.52,1,29,157,0,42.0,1,152.0,1.0,6911.2,147,1,0
195.8,1,33,540,2,39.0,0,186.0,1.0,12027.68,36,1,2
66.76,0,2,580,1,36.0,0,44.0,1.0,184.72,274,1,3
106.99,1,29,271,1,38.0,1,152.0,1.0,5771.4,259,1,0
655.81,1,29,551,0,55.0,2,164.0,2.0,4539.99,344,0,0
107.1,0,30,187,2,25.0,3,175.0,1.0,193.8,309,1,1
79.92,1,24,422,0,44.0,1,274.0,2.0,9138.76,171,1,0
235.34,1,42,288,1,26.0,3,68.0,1.0,566.83,337,1,1
86.35,0,16,36,1,52.0,2,24.0,1.0,1550.48,227,1,3
337.99,1,7,42,0,70.0,0,115.0,1.0,9038.63,13,2,2
577.13,0,38,278,1,40.0,1,66.0,1.0,6640.51,139,2,3
213.33,1,29,479,0,52.0,2,161.0,1.0,5400.44,351,1,0
883.92,0,40,59,2,53.0,2,129.0,1.0,2342.64,284,0,3
69.8,0,27,76,1,27.0,3,138.0,1.0,136.77,158,1,1
768.94,1,16,435,1,64.0,2,53.0,1.0,6860.18,74,0,0
179.62,1,40,573,2,24.0,3,119.0,1.0,409.26,318,1,1
425.91,1,17,225,0,23.0,3,47.0,1.0,383.58,51,2,1
263.34,1,10,319,0,64.0,2,55.0,1.0,2411.02,292,1,0
113.03,0,40,30,2,36.0,0,12.0,1.0,6756.13,145,1,3
11.02,1,2,516,2,42.0,0,42.0,1.0,7879.66,59,1,2
865.17,1,15,517,1,24.0,3,161.0,1.0,9297.5,230,0,1
152.0,1,0,307,0,51.0,1,63.0,1.0,7531.43,62,1,0
270.39,1,17,36,0,25.0,3,104.0,1.0,899.15,76,1,1
261.45,0,28,511,2,50.0,1,96.0,1.0,6735.74,168,1,3
99.98,0,42,352,2,73.0,2,152.0,1.0,3037.97,96,1,3
400.69,1,19,153,2,32.0,1,26.0,1.0,9040.33,94,2,3
411.47,1,13,390,0,26.0,3,120.0,1.0,796.63,287,2,1
204.63,1,19,134,2,52.0,1,92.0,1.0,9199.52,211,1,3
421.56,1,38,550,2,53.0,1,144.0,1.0,8037.87,274,2,3
193.38,1,22,562,0,18.0,3,285.0,1.0,1081.79,272,1,1
377.04,1,6,306,0,34.0,1,64.0,1.0,3812.87,211,2,0
54.1,0,4,35,1,28.0,1,17.0,1.0,940.91,36,1,3
18.1,1,21,132,0,57.0,2,66.0,1.0,6474.34,18,1,0
408.62,0,13,467,2,48.0,1,159.0,1.0,2498.48,45,2,3
162.1,1,3,271,1,64.0,0,221.0,1.0,9578.74,311,1,2
165.31,1,4,509,0,49.0,0,28.0,1.0,7346.66,229,1,0
267.48,1,0,210,0,21.0,3,159.0,2.0,811.86,189,1,1
856.9,1,27,265,1,36.0,1,150.0,1.0,8579.69,209,0,0
271.22,0,21,410,0,45.0,0,87.0,1.0,6863.02,29,1,3
307.68,0,11,447,2,75.0,2,162.0,1.0,2052.84,339,2,3
348.17,1,12,539,0,21.0,3,181.0,1.0,1887.84,282,2,1
557.78,0,31,118,1,26.0,3,102.0,1.0,1289.48,289,2,1
325.6,1,9,126,0,69.0,0,88.0,1.0,13777.1,265,2,2
235.83,0,22,164,2,53.0,1,169.0,1.0,4120.75,150,1,3
603.54,1,0,41,2,44.0,0,26.0,1.0,10517.47,105,0,2
270.25,1,40,131,0,31.0,1,42.0,1.0,5414.97,264,1,0
123.38,1,34,187,2,59.0,0,40.0,1.0,13542.41,269,1,2
577.12,1,41,68,0,39.0,1,69.0,1.0,5265.88,266,2,0
92.24,1,30,254,1,60.0,1,93.0,1.0,6937.48,163,1,0
856.21,0,7,321,1,33.0,0,109.0,1.0,12690.79,305,0,3
251.54,1,40,441,1,48.0,0,177.0,1.0,254.75,318,1,0
28.63,1,36,467,1,56.0,2,146.0,1.0,3382.91,136,1,0
185.97,1,10,322,2,23.0,3,19.0,1.0,1776.91,358,1,1
243.08,0,17,470,2,24.0,3,93.0,1.0,131.25,86,1,1
12.18,1,27,261,1,76.0,2,77.0,1.0,4909.24,74,1,0
232.12,1,29,158,0,37.0,1,51.0,1.0,6689.87,174,1,0
198.62,0,40,581,1,27.0,3,84.0,1.0,1196.07,15,1,1
